"id"	"institute"	"town"	"socken"	"harad"	"diocese"	"shape"	"year"
"NM174904"	"Linköping SL Nordiska Museet"	"0"	"0"	"0"	"0"	"_"	"_"
"NM40985"	"Linköping SL Nordiska Museet"	"SL"	"0"	"Vifolka härad"	"Linköping"	"staff, heptagonal"	"1595-1620"
"NM41244"	"Linköping SL Nordiska Museet"	"SL"	"Heda"	"Lysings härad"	"Linköping"	"staff, heptagonal"	"1595"
"NM174955"	"Linköping SL Nordiska Museet"	"SL"	"0"	"0"	"Linköping"	"sword"	"1595-1620"
"NM48598"	"Linköping SL Nordiska Museet"	"SL"	"0"	"0"	"Linköping"	"staff, heptagonal"	"1595-1620"
"NM3855"	"Linköping SL Nordiska Museet"	"SL"	"0"	"0"	"Linköping"	"sword"	"1598"
"NM175049"	"Linköping SL Nordiska Museet"	"SL"	"0"	"0"	"Linköping"	"staff, heptagonal"	"1595-1620"
"NM205447"	"Linköping SL Nordiska Museet"	"SL"	"0"	"0"	"Linköping"	"staff, heptagonal"	"1617"
"NM174935"	"Linköping SL Nordiska Museet"	"SL"	"0"	"0"	"Linköping"	"staff, heptagonal"	"0"
"NM175033"	"Linköping SL Nordiska Museet"	"SL"	"0"	"0"	"Linköping"	"staff, heptagonal"	"1611"
"NM175056"	"Linköping SL Nordiska Museet"	"SL"	"0"	"0"	"Linköping"	"staff, heptagonal"	"1595"
"IM160992"	"Västergötlands museum"	""	""	""	""	""	"1793"
"IM163038"	"Västergötlands museum"	"0"	"0"	"0"	"0"	"staff"	"1688"
"IM163039"	"Västergötlands museum"	"0"	"0"	"0"	"Skara"	"staff"	"1666"
"IM163040"	"Västergötlands museum"	"0"	"0"	"0"	"Skara"	"staff"	"0"
"IM163041"	"Västergötlands museum"	"0"	"0"	"0"	"Västerås"	"staff, octagonal"	"1672"
"IM163042"	"Västergötlands museum"	"Västergötland"	"Husaby"	"Kinnefjärdings härad"	"Västergötland"	"staff, octagonal"	"0"
"IM163044"	"Västergötlands museum"	""	""	""	""	""	""
"IM163045"	"Västergötlands museum"	""	""	""	""	""	""
"IM163046"	"Västergötlands museum"	""	""	""	""	""	""
"IM163047"	"Västergötlands museum"	""	""	""	""	""	""
"IM163048"	"Västergötlands museum"	""	""	""	""	""	""
"IM163050"	"Västergötlands museum"	""	""	""	""	""	""
"IM163051"	"Västergötlands museum"	""	""	""	""	""	"1730"
"IM163052"	"Västergötlands museum"	""	""	""	""	""	""
"IM163053"	"Västergötlands museum"	""	""	""	""	""	""
"IM163054"	"Västergötlands museum"	""	""	""	""	""	""
"IM163055"	"Västergötlands museum"	"0"	"0"	"0"	"Linköping"	"staff, hexagonal"	"0"
"IM167797"	"Västergötlands museum"	"NOT Skara"	"0"	"0"	"0"	"staff"	"1673"
"IM168089"	"Västergötlands museum"	""	""	""	""	""	""
"SA100-47"	"Västergötlands museum"	"0"	"0"	"0"	"Uppsala"	"book (paper)"	"1686"
"GM203"	"Göteborgs stadsmuseum"	""	""	""	""	""	"1870"
"GM204"	"Göteborgs stadsmuseum"	""	""	""	""	""	""
"GM205"	"Göteborgs stadsmuseum"	""	""	""	""	""	""
"GM281"	"Göteborgs stadsmuseum"	"Norway / Finnskogen"	"0"	"0"	"Norway / Finnskogen"	""	"1619"
"GM330"	"Göteborgs stadsmuseum"	""	""	""	""	""	"1738"
"GM344"	"Göteborgs stadsmuseum"	"0"	"0"	"0"	"Göteborg"	"axe"	"1745"
"GM448"	"Göteborgs stadsmuseum"	""	""	""	""	""	""
"GM502"	"Göteborgs stadsmuseum"	""	""	""	""	""	""
"GM1150"	"Göteborgs stadsmuseum"	""	""	""	""	"fancy walking stick"	""
"GM1151"	"Göteborgs stadsmuseum"	""	""	""	""	"sword"	""
"GM1152"	"Göteborgs stadsmuseum"	""	""	""	""	"fancy walking stick"	""
"GM1153"	"Göteborgs stadsmuseum"	""	""	""	""	"fancy walking stick"	""
"GM1154"	"Göteborgs stadsmuseum"	""	""	""	""	"fancy walking stick"	""
"GM1155"	"Göteborgs stadsmuseum"	"Halland"	"Tölö"	"Fjäre härad"	"Göteborg"	"sword"	"0"
"GM1156"	"Göteborgs stadsmuseum"	"Norska Finnmarken (Lutnäsgård)"	"0"	"0"	"Åbo"	"sword"	"1614, 1619"
"GM1157"	"Göteborgs stadsmuseum"	""	""	""	""	""	""
"GM1158"	"Göteborgs stadsmuseum"	""	""	""	""	""	""
"GM1159"	"Göteborgs stadsmuseum"	"0"	"0"	"0"	"Västerås"	"paddle"	"1651"
"GM1160"	"Göteborgs stadsmuseum"	"0"	"0"	"0"	"0"	"staff, octagonal"	"1700"
"GM1302"	"Göteborgs stadsmuseum"	""	""	""	""	""	""
"GM1593"	"Göteborgs stadsmuseum"	""	""	""	""	""	""
"GM2101"	"Göteborgs stadsmuseum"	""	""	""	""	""	"1624, 1628"
"GM2890"	"Göteborgs stadsmuseum"	""	""	""	""	"fancy walking stick"	""
"GM2920"	"Göteborgs stadsmuseum"	"0"	"0"	"0"	"Skara"	"sword"	"0"
"GM2921"	"Göteborgs stadsmuseum"	"SL"	"0"	"0"	"Linköping"	"staff"	"1595-1620"
"GM2922"	"Göteborgs stadsmuseum"	"?Skara/Växjö"	"0"	"0"	"?Skara/Växjö"	"sword"	"0"
"GM2923"	"Göteborgs stadsmuseum"	"0"	"0"	"0"	"Skara"	"fancy walking stick"	""
"GM2925"	"Göteborgs stadsmuseum"	"0"	"0"	"0"	"Skara"	"staff"	"1685"
"GM2926"	"Göteborgs stadsmuseum"	"0"	"0"	"0"	"0"	"staff, octagonal"	"1721"
"GM9700"	"Göteborgs stadsmuseum"	"Västergötland"	"Upphärad"	"Flundre härad"	"Västergötland"	"sword"	"0"
"GM11024"	"Göteborgs stadsmuseum"	"0"	"0"	"0"	"Göteborg"	""	""
"GM11278"	"Göteborgs stadsmuseum"	"0"	"0"	"0"	"Göteborg"	""	""
"GM14318"	"Göteborgs stadsmuseum"	"0"	"0"	"0"	"Göteborg"	"fancy walking stick"	""
"GM18615"	"Göteborgs stadsmuseum"	"0"	"0"	"0"	"Göteborg"	"fancy walking stick"	"1750c"
"LMGL67"	"Länsmuseum Gävleborg, Gävle"	""	""	""	""	""	"1740"
"LMGL197"	"Länsmuseum Gävleborg, Gävle"	""	""	""	""	"fancy walking stick"	"1784"
"LMG265"	"Länsmuseum Gävleborg, Gävle"	""	""	""	""	"paddle"	""
"LMG6205 ( XLM.06205)"	"Länsmuseum Gävleborg, Gävle"	""	""	""	""	"fancy walking stick, octagonal"	"1646"
"LMG6206"	"Länsmuseum Gävleborg, Gävle"	""	""	""	""	""	""
"LMG8751"	"Länsmuseum Gävleborg, Gävle"	""	""	""	""	"paddle"	""
"KM1888"	"Kulturen, Lund"	"SL"	"0"	"0"	"Linköping"	"_"	"1595-1620"
"KM6202"	"Kulturen, Lund"	"0"	"0"	"0"	"0"	"staff"	""
"KM6204"	"Kulturen, Lund"	"0"	"0"	"0"	"0"	"octagonal"	""
"KM7029"	"Kulturen, Lund"	"Möjligen ärkestiftet"	"0"	"0"	"?Uppsala"	"sword"	"post-1828"
"KM7536"	"Kulturen, Lund"	"0"	"0"	"0"	"0"	"paddle"	""
"KM10730"	"Kulturen, Lund"	"0"	"0"	"0"	"Skara / Denmark"	"paddle"	"1672"
"KM13771"	"Kulturen, Lund"	"SL"	"0"	"0"	"Linköping"	"sword, heptagonal"	"1595-1620"
"KM15576"	"Kulturen, Lund"	"0"	"0"	"0"	"0"	"staff, hexagonal"	""
"KM15577"	"Kulturen, Lund"	"SL"	"0"	"0"	"Linköping"	"sword, heptagonal"	"1595-1620"
"KM16583"	"Kulturen, Lund"	"0"	"0"	"0"	"0"	"paddle"	""
"KM26318"	"Kulturen, Lund"	"SL"	"0"	"0"	"Linköping"	"sword, heptagonal"	"1595-1620"
"KM32780"	"Kulturen, Lund"	"0"	"0"	"0"	"0"	"_"	""
"SKO11714"	"Skokloster"	"Finland"	"0"	"0"	"Åbo"	"staff, octagonal"	"0"
"SKO11715"	"Skokloster"	""	""	""	""	"fancy walking stick"	""
"SKO11716"	"Skokloster"	""	""	""	""	""	""
"SKO11727"	"Skokloster"	""	""	""	""	"fancy walking stick"	""
"SKO11718"	"Skokloster"	"SL"	"0"	"0"	"Linköping"	"staff, heptagonal"	"1601, 1648"
"SKO11719"	"Skokloster"	""	""	""	""	"staff"	""
"SKO11720"	"Skokloster"	"Uppland"	"0"	"0"	"Uppsala"	"sword"	"1500"
"SKO11721"	"Skokloster"	"Finland"	"0"	"0"	"Åbo"	"sword"	"1612"
"SKO11722"	"Skokloster"	"Finland"	"0"	"0"	"Åbo"	"staff, square"	"?1705 ?1702"
"SKO11723"	"Skokloster"	"Uppland"	"0"	"0"	"Uppsala"	"sword"	"1500s"
"SKO11724"	"Skokloster"	""	""	""	""	"fancy walking stick"	""
"SKO11726"	"Skokloster"	""	""	""	""	"paddle"	""
"SKO11728"	"Skokloster"	"0"	"0"	"0"	"Linköping"	"book"	"0"
"SKO7324"	"Skokloster"	"Uppland"	"0"	"0"	"Uppsala"	"sword"	"1500s"
"L101"	"Växjö museum"	"0"	"0"	"0"	"0"	"sword"	"0"
"L154"	"Växjö museum"	"Ovansiljan, Dalarna"	"0"	""	"Dalarna"	"paddle"	"1623, 1614, 1653"
"L155"	"Växjö museum"	"Skara"	"0"	"0"	"Skara"	"staff"	"?1711"
"L163"	"Växjö museum"	"Småland"	"0"	"0"	"Småland"	"staff, octagonal"	"0"
"Unnumbered"	"Växjö museum"	"Willstad, Småland"	"Villstad"	"Västbo härad"	"Växjö (after 1555)"	"staff, octagonal"	"1702"
"L3147"	"Växjö museum"	"?Småland tveksamt"	"0"	"0"	"0"	"staff, octagonal"	"1634"
"L81"	"Växjö museum"	"0"	"0"	"0"	"0"	"staff, octagonal"	"0"
"L968"	"Växjö museum"	""	""	""	""	""	"1702"
"M538"	"Växjö museum"	"0"	"0"	"0"	"0"	"staff, octagonal"	"1637"
"M539"	"Växjö museum"	"Småland"	"Hånger"	"Östbo härad"	"Växjö (after 1555)"	"sword"	"0"
"NM14911"	"Nordiska museet"	"0"	"Hässelby"	"S. Vedbo härad"	"Linköping"	""	""
"NM41264"	"Nordiska museet"	"Småland"	"Säby"	"N. Vedbo härad"	"Linköping"	"sword"	"?1591 ?1651"
"KLM1648"	"Kalmar Läns museum"	"0"	"0"	"0"	"0"	"staff"	"1754"
"KLM1650"	"Kalmar Läns museum"	"Öland"	"Vickleby"	"Algutsrums härad"	"Växjö (after 1555)"	"staff"	"1576"
"KLM1651"	"Kalmar Läns museum"	"0"	"0"	"0"	"0"	"staff, octagonal"	"1669"
"KLM1652"	"Kalmar Läns museum"	"0"	"0"	"0"	"0"	"staff, octagonal"	"0"
"KLM1653"	"Kalmar Läns museum"	"0"	"0"	"0"	"0"	"staff"	"post-1743"
"KLM2030"	"Kalmar Läns museum"	"Småland"	"0"	"S. Möre härad"	"Småland"	"staff"	"1742"
"KLM4022"	"Kalmar Läns museum"	"Småland, Kalmar"	"0"	"0"	"Kalmar"	"book"	"1778"
"KLM7769"	"Kalmar Läns museum"	"0"	"0"	"0"	"0"	"sword"	"0"
"KLM7770"	"Kalmar Läns museum"	"0"	"0"	"0"	"0"	"sword"	"1577"
"KLM7771"	"Kalmar Läns museum"	"0"	"0"	"0"	"0"	"sword"	"1592, 1703"
"KLM7772"	"Kalmar Läns museum"	"0"	"0"	"0"	"0"	"sword"	"1654"
"KLM7773"	"Kalmar Läns museum"	"0"	"0"	"0"	"0"	"sword"	"1515"
"KLM7774"	"Kalmar Läns museum"	"0"	"0"	"0"	"0"	"sword"	"0"
"KLM7775"	"Kalmar Läns museum"	"0"	"0"	"0"	"0"	"sword"	"0"
"KLM7776"	"Kalmar Läns museum"	"0"	"0"	"0"	"0"	"sword"	"0"
"KLM11154"	"Kalmar Läns museum"	"0"	"0"	"0"	"0"	"staff, heptagonal"	"1595-1620"
"ÖLM A2831"	"Östergötlands museum, Linköping"	"LS"	"0"	"0"	"Linköping"	"sword"	"1771"
"ÖLM A2832"	"Östergötlands museum, Linköping"	"Berg, Östergötland"	"0"	"0"	"Linköping"	"staff, heptagonal"	"0"
"LSB201"	"Östergötlands museum, Linköping"	"SL"	"0"	"0"	"Linköping"	"staff, heptagonal"	"1592"
"LSB202"	"Östergötlands museum, Linköping"	"SL"	"0"	"0"	"Linköping"	"staff, heptagonal"	"1595-1620"
"LSB203"	"Östergötlands museum, Linköping"	"0"	"0"	"0"	"Linköping"	"sword"	"1640"
"LSB204"	"Östergötlands museum, Linköping"	"0"	"0"	"0"	"Linköping"	"sword"	"0"
"LSB205"	"Östergötlands museum, Linköping"	"0"	"0"	"0"	"Linköping"	"sword"	"0"
"LSB206"	"Östergötlands museum, Linköping"	"0"	"0"	"0"	"Linköping"	"sword"	"0"
"LSB207"	"Östergötlands museum, Linköping"	"Västergötland / Norge"	"0"	"0"	"Västergötland / Norge"	"sword"	"0"
"LSB208"	"Östergötlands museum, Linköping"	"0"	"0"	"0"	"Linköping"	"sword"	"1699"
"LSB209"	"Östergötlands museum, Linköping"	"0"	"0"	"0"	"Linköping"	"sword"	"0"
"LSB210"	"Östergötlands museum, Linköping"	"0"	"0"	"0"	"Linköping"	"sword"	"0"
"LSB211"	"Östergötlands museum, Linköping"	"0"	"0"	"0"	"Linköping"	"sword"	"0"
"LSB212"	"Östergötlands museum, Linköping"	"?Strängnäs"	"0"	"0"	"Strängnäs"	"sword"	"0"
"LSB213"	"Östergötlands museum, Linköping"	"0"	"0"	"0"	"Linköping"	"sword"	"0"
"UM1376"	"Upplandsmuseet"	""	""	""	""	"staff"	""
"UM1613"	"Upplandsmuseet"	"0"	"0"	"0"	"Strängnäs"	"sword"	"Probably 1500s-early 1600s"
"UM1804"	"Upplandsmuseet"	""	""	""	""	"staff"	""
"UM2349"	"Upplandsmuseet"	"?Strängnäs ? Östersjökusten"	"0"	"0"	"0"	"staff, heptagonal"	"Probably 1500s-early 1600s"
"UM26846"	"Upplandsmuseet"	""	""	""	""	"staff"	"1741"
"LUHM onumrerad"	"Lund, Historiska museet"	"0"	"0"	"0"	"0"	"book"	"0"
"LUHM12772"	"Lund, Historiska museet"	"0"	"0"	"0"	"0"	"walking stick, round"	"0"
"LUHM13151"	"Lund, Historiska museet"	"0"	"0"	"0"	"Strängnäs"	"paddle"	"0"
"LUHM13152"	"Lund, Historiska museet"	"0"	"0"	"0"	"0"	"paddle"	"1692"
"LUHM13153"	"Lund, Historiska museet"	"0"	"0"	"0"	"0"	"staff"	"1692"
"LUHM2358"	"Lund, Historiska museet"	""	""	""	""	""	""
"LUHM3229"	"Lund, Historiska museet"	"Södra Östergötland eller norra delen av Kalmar län"	"0"	"0"	"Linköping"	"sword, long handle"	"0"
"LUHM3230"	"Lund, Historiska museet"	"0"	"0"	"0"	"0"	"sword"	"1663"
"LUHM3231"	"Lund, Historiska museet"	"0"	"0"	"0"	"0"	"sword"	"0"
"LUHM3232"	"Lund, Historiska museet"	"0"	"0"	"0"	"0"	"staff"	"pre-1700s"
"LUHM3233"	"Lund, Historiska museet"	"0"	"0"	"0"	"0"	"sword"	"pre-1700s"
"LUHM3234"	"Lund, Historiska museet"	"Norway"	"0"	"0"	"Norway"	"sword"	"0"
"LUHM3235"	"Lund, Historiska museet"	"0"	"0"	"0"	"0"	"sword"	"0"
"LUHM3236"	"Lund, Historiska museet"	"0"	"0"	"0"	"0"	"sword, long handle"	"0"
"LUHM3237"	"Lund, Historiska museet"	"0"	"0"	"0"	"0"	"sword"	"0"
"LUHM3238"	"Lund, Historiska museet"	"0"	"0"	"0"	"0"	"sword"	"1680"
"LUHM3239"	"Lund, Historiska museet"	"0"	"0"	"0"	"0"	"staff, octagonal"	"0"
"LUHM3240"	"Lund, Historiska museet"	"0"	"0"	"0"	"Uppsala"	"staff, octagonal"	"1632"
"LUHM3241"	"Lund, Historiska museet"	"SL"	"0"	"0"	"0"	"staff, heptagonal"	"1618, 1635"
"LUHM3242"	"Lund, Historiska museet"	""	""	""	""	"staff, octagonal"	"1682"
"LUHM3243"	"Lund, Historiska museet"	"Finnsk/Finnbygd"	"0"	"0"	"Åbo"	"sword"	"1634"
"LUHM3244"	"Lund, Historiska museet"	""	""	""	""	"sword"	"1804"
"LUHM3245"	"Lund, Historiska museet"	""	""	""	""	"walking stick, round"	""
"LUHM3246"	"Lund, Historiska museet"	""	""	""	""	"walking stick, round"	""
"LUHM3247"	"Lund, Historiska museet"	""	""	""	""	"walking stick, round"	""
"LUHM3248"	"Lund, Historiska museet"	""	""	""	""	"walking stick, round"	""
"LUHM3249"	"Lund, Historiska museet"	""	""	""	""	"walking stick, round"	""
"LUHM3250"	"Lund, Historiska museet"	""	""	""	""	"walking stick, round"	""
"LUHM3251"	"Lund, Historiska museet"	""	""	""	""	"walking stick, round"	""
"LUHM3252"	"Lund, Historiska museet"	""	""	""	""	"walking stick, round"	""
"LUHM3253"	"Lund, Historiska museet"	""	""	""	""	"walking stick, round"	""
"LUHM3254"	"Lund, Historiska museet"	""	""	""	""	"walking stick, round"	""
"LUHM3255"	"Lund, Historiska museet"	""	""	""	""	"walking stick, round"	""
"LUHM3256"	"Lund, Historiska museet"	""	""	""	""	"walking stick, round"	""
"LUHM3257"	"Lund, Historiska museet"	""	""	""	""	"walking stick, round"	""
"LUHM3258"	"Lund, Historiska museet"	""	""	""	""	"walking stick, round"	""
"LUHM3259"	"Lund, Historiska museet"	"0"	"0"	"0"	"0"	"paddle"	"pre-1700s"
"LUHM3260"	"Lund, Historiska museet"	"Dalarna"	"0"	""	"Dalarna"	"paddle"	"0"
"LUHM3261"	"Lund, Historiska museet"	"Dalarna"	"0"	""	"Dalarna"	"paddle"	"0"
"LUHM3262"	"Lund, Historiska museet"	"0"	"0"	"0"	"0"	"paddle"	"pre-1700s"
"LUHM3263"	"Lund, Historiska museet"	"0"	"0"	"0"	"0"	"staff"	"1728"
"LUHM3269"	"Lund, Historiska museet"	""	""	""	""	""	""
"LUHM355"	"Lund, Historiska museet"	"0"	"0"	"0"	"0"	"book"	""
"LUHM356"	"Lund, Historiska museet"	"0"	"0"	"0"	"Sami"	"book"	"0"
"LUHM4344"	"Lund, Historiska museet"	""	""	""	""	""	""
"KM129"	"Karlstads museum"	"0"	"0"	"0"	"0"	"book"	"1665"
"JM mystery"	"Jönköpings museum"	""	""	""	""	"book"	"1668"
"JM379"	"Jönköpings museum"	"0"	"0"	"0"	"0"	"walking stick, round"	"0"
"JM4243"	"Jönköpings museum"	"Östra Småland"	"0"	"0"	"?Linköping"	"staff"	"0"
"JM7321"	"Jönköpings museum"	""	""	""	""	"sword"	""
"JM7322"	"Jönköpings museum"	"Roslagen"	"0"	"0"	"Uppsala"	"sword"	"1712"
"JM7323"	"Jönköpings museum"	"Östra Linköpings stift"	"0"	"0"	"Linköping"	"staff, octagonal"	"0"
"?01"	"??"	""	""	""	""	""	""
"5257"	"Nationalmuseet København"	"Åsen"	"Älvdalen"	""	"Västerås"	"oval/split"	"1604, 1609"
"10338"	"Nationalmuseet København"	"?Roslagen"	"0"	"Roslagen"	"Uppsala"	"sword"	"0"
"10339"	"Nationalmuseet København"	"Mo härad switched between Skara and Linköping diocese"	"0"	"Mo härad"	"Skara"	"sword"	"1615"
"10340"	"Nationalmuseet København"	"0"	"0"	"Mo härad"	"Skara"	"staff, octagonal, long handle"	"0"
"10341"	"Nationalmuseet København"	"Roslagen"	"0"	"0"	"Uppsala"	"book"	"1604"
"10342"	"Nationalmuseet København"	"0"	"0"	"0"	"Sami"	"book"	"0"
"Åbo1705"	"Nationalmuseet København"	"0"	"0"	"0"	"Åbo"	"sword"	"1705"
"D19-1962"	"Nationalmuseet København"	"0"	"0"	"0"	"Uppsala"	"staff, octagonal"	"0"
"D2083"	"Nationalmuseet København"	"0"	"0"	"0"	"Uppsala"	"sword"	"0"
"D53/1959"	"Nationalmuseet København"	"Småland"	"0"	"0"	"Linköping"	"sword, long handle"	"0"
"DCXVIII"	"Nationalmuseet København"	"?Gotland ?Småland"	"0"	"0"	"Linköping"	"sword"	"0"
"DCXX"	"Nationalmuseet København"	"Värmland/Dalsland"	"0"	"0"	"Skara"	"sword"	"?1644"
"NO NUMBER"	"Nationalmuseet København"	"SL"	"0"	"0"	"Linköping"	"staff, heptagonal"	"1595-1620"
"333"	"Nationalmuseet København"	"Norway"	"0"	"0"	"Norway"	"staff"	"1457"
"Österbotten 537"	"Österbottens museum"	"Österbotten"	"Malax"	"Korsholms härad"	"Åbo"	"wooden box"	"late 1500s, early 1600s"
"Zornmuseet"	"Zornmuseet"	"Dalarna"	"0"	""	"Dalarna"	"paddle"	"1667"
"Mora kyrka"	"Mora kyrka"	"Dalarna"	"?Mora"	""	"Dalarna"	"paddle"	"1625, 1684"
"Brunnsberg"	"Private"	"Brunnsberg"	"Älvdalen"	""	"Västerås"	"paddle"	"0"
"Fullerö 2"	"Fullerö slott"	"Västergötland"	"0"	"0"	"Skara"	"paddle"	"1520"
"Fullerö 3"	"Fullerö slott"	"0"	"0"	"0"	"Uppsala+Västerås"	"walking stick, round"	"?early 1600s"
"Fullerö 4"	"Fullerö slott"	"0"	"0"	"0"	"Uppsala"	"staff, square"	"probably 1500s"
"Fullerö 5"	"Fullerö slott"	"0"	"0"	"0"	"Uppsala+Åbo"	"sword"	"probably 1500s"
"Fullerö 6"	"Fullerö slott"	"0"	"0"	"0"	"Uppsala+Västerås"	"sword, octagonal"	"late 1500s, early 1600s"
"Fullerö 7"	"Fullerö slott"	"0"	"0"	"0"	"Strängnäs"	"staff, octagonal"	"early 1600s"
"Stugun"	"Stuguns hembygdsförening"	"Jämtland"	"0"	"0"	"Uppsala"	"besman (""steelyard balance"")"	"probably 1600s"
"Rättvik"	"Private"	"Västergötland pga kalendariet"	"0"	"0"	"Västergötland"	"sword, octagonal"	"1563"
"Signhildsberg"	"Private"	"?Småland"	"0"	"0"	"Linköping"	"sword"	"1502"
"David Drew"	"Private"	"Linköping/Småland"	"0"	"0"	"Linköping"	"sword, long handle"	"1600-1650"
"Tübingen"	"Private"	"Västerås / NW Dalarna"	"0"	"0"	"Västerås"	"paddle"	"0"
"M140"	"Murberget"	""	""	""	""	"staff, square"	""
"M13103"	"Murberget"	""	""	""	""	"staff, square"	""
"M13718"	"Murberget"	""	""	""	""	"paddle"	"1744"
"GFDEP252"	"Gotlands Fornsal"	"0"	"0"	"0"	"0"	"sword"	"1610"
"GFDEP253"	"Gotlands Fornsal"	"0"	"0"	"0"	"0"	"paddle"	"0"
"Sala16"	"Sala"	""	""	""	""	"walking stick, round"	""
"Sala17"	"Sala"	""	""	""	""	"walking stick, round"	""
"Sala18"	"Sala"	""	""	""	""	"sword"	""
"MV23115"	"Museet i Varberg, Halland"	""	""	""	""	""	""
"MV32116"	"Museet i Varberg, Halland"	""	""	""	""	""	""
"Paris Sainte Geneviève"	"Paris: Sainte Geneviève"	""	""	""	""	"sword"	"1500s"
"NM Helsinki 495"	"Nationalmuseum Helsinki"	""	""	""	""	"sword"	"1600s"
"NM Helsinki Gubbstaven"	"Nationalmuseum Helsinki"	"Ekenäs"	"0"	"0"	"Åbo"	"walking stick, round"	"1700s"
"FLA218004"	"??"	""	""	""	""	"staff"	"1639"
"FLA218020"	"??"	""	""	""	""	""	"1726"
"FLA218158"	"??"	""	""	""	""	"sword"	"1695"
"Clarke 1824_1"	"??"	""	""	""	""	"sword"	""
"Clarke 1824_2"	"??"	""	""	""	""	"sword"	""
"SHM7739-1"	"Historiska museet, Stockholm"	"Västergötland"	"Dalstorp"	"Kinds härad"	"Västergötland"	"sword, octagonal"	"1583"
"SHM7739-2"	"Historiska museet, Stockholm"	"Väsergötland"	"Dalstorp"	"Kinds härad"	"Västergötland"	"sword, octagonal"	"0"
"ShHM21283"	"Historiska museet, Stockholm"	"0"	"0"	"0"	"0"	"book"	"1400s"
"Jansson 1963"	"Nordiska museet"	"Norway / Härjedalen"	"0"	"0"	"Norway / Härjedalen"	"staff"	"1510"
"Nordic museum 1943"	"Nordiska museet"	"0"	"0"	"0"	"Finland / Värmlands Finnbygder"	"sword"	"0"
"Wistrand1891_1"	"Nordiska museet"	"Dalarna"	"Malung"	""	"Dalarna"	"oval/split"	"1623"
"Wistrand1891_2"	"Nordiska museet"	"Dalarna"	"Mora"	""	"Dalarna"	"paddle"	"1653"
"Lödösestaven"	"Historiska museet, Stockholm"	"Lödöse (periphery of Denmark)"	"0"	"0"	"Denmark"	"staff"	"1150c"
"Nyköpingsstaven"	"Historiska museet, Stockholm"	"Nyköping"	"0"	"0"	"Strängnäs"	"staff, octagonal"	"1200s"
"NM111576"	"Nordiska museet"	"Järrestad"	"0"	"0"	"Lund"	"staff"	"0"
"Magnússon 1877"	"??"	"?Lappsk"	"0"	"0"	"?Åbo"	"book"	"14thC, pre-1866"
"Magnússon 1879"	"??"	"Norway"	"0"	"0"	"Norway"	"staff"	"0"
"SHM21283"	"Historiska museet, Stockholm"	"0"	"0"	"0"	"0"	"book (parchment)"	"1400s"
